row_id,id,subject,cached_question_tag_list
548,1366499,"I sold stock options June 2010, purchased them to close in Jan 2011 for $0.00 Turbotax does not allow entry ""Sale date not current year"" but transaction was closed this year",investments
549,1267945,I HAVE AFRIEND WHO IS LIVING WITH ME WHO IS ON SSI CAN I CLAIM HER,dependents
550,1493998,Would it be quicker to paper file than to efile? I see the IRS doesn't start accepting efiles until around Jan.22. Will they start on the paper/mailed before this?,electronic filing
556,1802602,Do I have to upgrade from the Turbo Tax Basic to Turbo Tax Premier in order to enter my stock sale information?,investments
558,1678471,"Filed 2/10. wmr had process orange, now today just says ""Your tax return is still being processed.A refund date will be provided when available.""",electronic filing
559,1690304,The IRS has accepted this return,irs
565,1321730,it wont print,electronic filing
566,1474563,Recharacterize Roth IRA,retirement
567,1440529,my turbotax page isnt showing the whole pages. How can I fix this?,electronic filing
568,1179413,How to receive capital gains exeption for military service,investments
569,1229119,no questions just would like to say tt dropped the ball and has no answers for any of this and wont help in any way we all should get some money refundedi,electronic filing
571,1324891,unable to finish filing due to box 1 (wages etc) being less than box 16 (state wages) BUT the info is correct per W-2,electronic filing
572,1218397,how to change my and my spouse's status,dependents
573,1283169,"I feel like I just got screwed. Told my acct that I would be doing my taxe this year and of course I'm filing late. so I filed using the ""FREE"" version only to discover (too late!) at the end that it cost me 60 bucks. am not using tubotax ever again",electronic filing
576,1461656,"i would rather use my AGI than my pin, why can i not go back and change form pin to AGI",electronic filing
577,1415073,What day did you file your taxes and what is your status?,electronic filing
579,1368232,How do I get back to RC consent form,electronic filing
580,1367215,why 56.90...i thought the fee for basic was 19.99..it looks like i am being charge 2 times for the refund service,electronic filing
581,1198256,How can I file taxes without having to pay for turbotax. I don't have any money.,electronic filing
582,1416375,my return was rejected,electronic filing
585,1379539,what to do with a payment made to me from social security ?,dependents
587,1452516,"Turbo Tax will not print. Worked previously. Gathers docs, then msg quickly reads sending 0 forms to printer",print
588,1446886,Data entry bug in form 3921,investments
589,1308663,Turbo tax is asking to get new PINs for filing. I have my pins from last year can I use these,electronic filing
590,1255934,"Roth IRA early distribution (withdrew less than contribution), why Turbo Tax says that I need to pay tax?",retirement
591,1498741,My son qualifies as my dependent but Turbo Tax shows him as nondependent; he is 3 years old.  He was my dependent last year.  Why?,dependents
592,1344465,I chose to pay direct debit but my payment has not deducted from my bank account yet. It was suppose to deduct on 4/15/2011. How do I correct this error?,electronic filing
596,1700404,8863 closed threads,irs
597,1589124,Is my military retirement considered non-qualified or qualified?,retirement
604,1728789,can i claim my grandchild,dependents
613,1496842,my ex wife and i have joint physical custody. we each claim one of two children. do i list both children as living with me 12 months of the year as they do even if i am only claiming one as a dependant,dependents
618,1868340,I must re-print the stuff I need to mail to gov (I e-filed).  How to get that?,electronic filing
620,1191245,Your Transmission Didn't Go Through,electronic filing
625,1475582,am I required by law to report all my business expenses?,self-employment (schedule c)
627,1268481,what was the monthly Medicare B premium for 2011?,retirement
628,1286402,chapter 13 bankruptcy,dependents
630,1309448,Do I qualify for EIC if my child stated for all the months that I stayed from June except for 20 days?,electronic filing
631,1328649,"innocent spouse, anything???",dependents
632,1472778,"I have a 20 year old daughter (biological) that has lived with me all year. She made 6,100 in gross income but her w-2 shows her taxable income is 0....can I claim her as a dependent? She is not a full-time student, but I easily provide more than 1/2 her",dependents
633,1485067,Anyone have information on a Rental converted to personal use?,investments
634,1187084,Why is the software charging me for filing my state return?,electronic filing
635,1421838,Where is my tax return?,electronic filing
636,1321487,If efile on jan 5th 2012 can my son father file him when he get his w2 ? He watches him on weekends I told him No ... what can I do is it first comes first served.,electronic filing
637,1322001,Why is business net income $0 when should be a positive number?,self-employment (schedule c)
638,1489937,SECURITY BREACH! I received 3 Trubotax emails addressed to someone other than myself! I had not finished my return yet but your emails said I did and both personal & state were accepted.,electronic filing
639,1298452,Still Processing? Anybody else in same Boat? Please read full details.,print
640,1467930,Why is my EIC only $4120?,credits
641,1228573,Is this the correct way to calculate the cost of basis for UK foreign residential property?,investments
642,1232926,I made an immediate conversion during 2011 from a traditional IRA to a Roth IRA. It appears that TurboTax is treating the distribution as income. How can I correct this?,retirement
643,1271072,Full time / half time student question. Does Co-op count as full-time with IRS?,education expenses
645,1394977,"info received from IRS>>>is it legitimate? The amount of last year's tax was included, but it is incorrect.",electronic filing
647,1194018,why is my pin being rejected,electronic filing
648,1486882,IRS rejection,electronic filing
649,1295139,My son lives with his Grandparents. My husband n I pay 500 a month in child support. Can we claim him on our taxes?,dependents
651,1305900,"Trying to AMEND a accepted return (forgot a 1099r). When I follow the prompts - it checks to see if it was accepted (yes) and then goes to ""print and save""?",electronic filing
652,1416752,Head of Household filing status,dependents
654,1489203,Where do I account for the sale of MLP's,investments
655,1241907,where would my IP PIN go at on this efile,dependents
656,1370164,"If I pay the $ 19.95 with my credit card, will i be charged the $29.95 processing ee?",electronic filing
657,1383989,Conversion of Traditional IRA to Roth IRA,retirement
658,1217846,Father as dependent - has $5K in income,dependents
659,1246775,Why do I get 100% of depreciation on rental when I own only 50%. I do manage the property.,investments
660,1266487,Why cant I e-file its saying duplicate social security number that I am trying to transmit the same return I am independent could this be tax identity theft?,electronic filing
661,1361720,when will adoption credit forms be available.,credits
663,1230140,Any word on the 4562 release time?,electronic filing
666,1475136,I am separated since march 2011 we currently have joint custody who can claim my kids and how should I file? We currently alternate weeks in the house with the kids so it is 50/50 custody,dependents
